src_addr,dst_addr,src_num_port,dst_num_port,src_num_packet,dst_num_packet,src_num_byte,dst_num_byte,src_size_min_packet,src_size_max_packet,src_size_mean_packet,src_size_stddev_packet,dst_size_min_packet,dst_size_max_packet,dst_size_mean_packet,dst_size_stddev_packet,src_time_min_packet,src_time_max_packet,src_time_mean_packet,src_time_stddev_packet,dst_time_min_packet,dst_time_max_packet,dst_time_mean_packet,dst_time_stddev_packet,read_times,read_num_location,read_length_location,write_times,write_num_location,write_length_location,ilrt,IP_addr,vendor,model,label,label_code,new_label,new_label_code
192.168.158.111,16.229.45.130,1,1,2,0,120,0,60,60,60.0,0.0,0,0,0.0,0.0,1.005,1.005,1.005,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,-1.0,16.229.45.130,Schneider Electric,Communication Module:BMX NOE 0100,Schneider,10,Schneider Electric:Communication Module:BMX NOE 0100,16
192.168.158.111,158.136.218.67,1,1,4,5,191,256,40,60,47.75,8.38,40,92,51.2,20.46,0.0,0.3,0.195,0.138,0.0,0.284,0.14,0.14,1,0,0,0,0,0,0.0,158.136.218.67,Schneider Electric,PLC:TM221CE16T,Schneider,10,Schneider Electric:PLC:TM221CE16T,39
192.168.158.111,1.21.155.226,1,1,4,4,191,216,40,60,47.75,8.38,40,92,54.0,22.0,0.0,0.668,0.427,0.302,0.055,0.668,0.424,0.265,1,0,0,0,0,0,0.0,1.21.155.226,Schneider Electric,PLC:TM221CE40T,Schneider,10,Schneider Electric:PLC:TM221CE40T,43
192.168.158.111,95.246.172.218,1,1,5,4,279,338,52,63,55.8,4.75,52,174,84.5,51.78,0.0,0.273,0.201,0.116,0.009,0.273,0.181,0.122,1,0,0,0,0,0,0.0,95.246.172.218,Schneider Electric,HMI:HMIS5T,Schneider,10,Schneider Electric:HMI:HMIS5T,23
192.168.158.111,44.158.205.57,1,1,4,4,191,216,40,60,47.75,8.38,40,92,54.0,22.0,0.0,0.446,0.295,0.209,0.022,0.44,0.293,0.192,1,0,0,0,0,0,0.0,44.158.205.57,Schneider Electric,PLC:TM221CE40R,Schneider,10,Schneider Electric:PLC:TM221CE40R,42
192.168.158.111,87.102.1.107,1,1,5,4,231,224,40,60,46.2,8.11,40,96,56.0,23.32,0.0,0.285,0.211,0.122,0.002,0.281,0.187,0.131,1,0,0,0,0,0,0.0,87.102.1.107,Schneider Electric SAS,Communication Module:TSXETY4103,Schneider,10,Schneider Electric SAS:Communication Module:TSXETY4103,14
192.168.158.111,1.52.160.236,1,1,5,6,251,372,40,60,50.2,8.95,40,168,62.0,47.43,0.0,1.892,0.769,0.751,0.042,1.128,0.56,0.43,1,0,0,0,0,0,1.128091,1.52.160.236,ENTES AS,Power Meter:23000102,ENTES,3,ENTES AS:Power Meter:23000102,1
192.168.158.111,191.93.231.247,1,1,4,4,191,226,40,60,47.75,8.38,40,98,56.5,24.18,0.0,0.376,0.246,0.174,0.0,0.38,0.252,0.178,0,0,0,0,0,0,-1.0,191.93.231.247,Schneider Electric,PLC:BME P58 1020,Schneider,10,Schneider Electric:PLC:BME P58 1020,29
192.168.158.111,191.120.2.28,1,1,5,4,279,269,52,63,55.8,4.75,52,105,67.25,22.04,0.0,0.327,0.213,0.126,0.07,0.259,0.195,0.089,1,0,0,0,0,0,0.069555,191.120.2.28,Schneider Electric,Power Meter:METSEPM3250,Schneider,10,Schneider Electric:Power Meter:METSEPM3250,58
192.168.158.111,44.158.205.137,1,1,4,4,191,216,40,60,47.75,8.38,40,92,54.0,22.0,0.0,0.462,0.307,0.217,0.021,0.459,0.306,0.202,1,0,0,0,0,0,0.0,44.158.205.137,Schneider Electric,PLC:TM221CE40R,Schneider,10,Schneider Electric:PLC:TM221CE40R,42
192.168.158.111,191.93.226.149,1,1,5,4,231,228,40,60,46.2,8.11,40,100,57.0,25.04,0.0,0.809,0.587,0.34,0.095,0.809,0.536,0.315,1,0,0,0,0,0,0.0,191.93.226.149,Schneider Electric,PLC:TM241CE24R,Schneider,10,Schneider Electric:PLC:TM241CE24R,49
192.168.158.111,140.25.48.63,1,1,6,5,339,328,52,63,56.5,4.61,52,112,65.6,23.41,0.0,1.432,0.641,0.515,0.168,1.114,0.48,0.372,1,0,0,0,0,0,1.114405,140.25.48.63,Schneider Electric,PLC:TM241CE40R,Schneider,10,Schneider Electric:PLC:TM241CE40R,51
192.168.158.111,194.91.167.108,1,1,5,5,251,256,40,60,50.2,8.95,40,92,51.2,20.46,0.0,1.003,0.449,0.358,0.001,0.4,0.2,0.19,1,0,0,0,0,0,0.019993,194.91.167.108,Schneider Electric,PLC:TM221ME16R,Schneider,10,Schneider Electric:PLC:TM221ME16R,45
192.168.158.111,216.149.60.170,1,1,5,6,231,296,40,60,46.2,8.11,40,96,49.33,20.87,0.0,0.34,0.251,0.145,0.0,0.336,0.198,0.159,1,0,0,0,0,0,0.0,216.149.60.170,Schneider Electric,PLC:BMX P34 2020,Schneider,10,Schneider Electric:PLC:BMX P34 2020,32
192.168.158.111,193.140.110.98,1,1,5,6,231,299,40,60,46.2,8.11,40,95,49.83,20.25,0.0,0.262,0.196,0.113,0.0,0.262,0.156,0.127,1,0,0,0,0,0,0.0,193.140.110.98,Schneider Electric,Communication Module:BMX NOE 0100,Schneider,10,Schneider Electric:Communication Module:BMX NOE 0100,16
192.168.158.111,51.60.3.222,1,1,4,4,191,216,40,60,47.75,8.38,40,92,54.0,22.0,0.0,0.034,0.022,0.016,0.0,0.033,0.022,0.016,1,0,0,0,0,0,0.0,51.60.3.222,Schneider Electric,PLC:TM200CE24R,Schneider,10,Schneider Electric:PLC:TM200CE24R,36
192.168.158.111,51.249.169.33,1,1,2,0,120,0,60,60,60.0,0.0,0,0,0.0,0.0,1.007,1.007,1.007,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,-1.0,51.249.169.33,TELEMECANIQUE,PLC:TWDLCAE40DRF,Schneider,10,TELEMECANIQUE:PLC:TWDLCAE40DRF,77
192.168.158.111,95.246.162.51,1,1,2,0,120,0,60,60,60.0,0.0,0,0,0.0,0.0,1.007,1.007,1.007,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,-1.0,95.246.162.51,Schneider Electric,Communication Module:BMX NOE 0100,Schneider,10,Schneider Electric:Communication Module:BMX NOE 0100,16
192.168.158.111,145.182.217.175,1,1,6,4,291,305,40,60,48.5,9.01,40,177,76.25,58.26,0.0,1.007,0.329,0.361,0.007,0.311,0.198,0.136,1,0,0,0,0,0,0.0,145.182.217.175,Schneider Electric,HMI:HMIGTO4310,Schneider,10,Schneider Electric:HMI:HMIGTO4310,21
192.168.158.111,145.182.217.159,1,1,3,0,180,0,60,60,60.0,0.0,0,0,0.0,0.0,1.0,2.013,1.507,0.506,0.0,0.0,0.0,0.0,0,0,0,0,0,0,-1.0,145.182.217.159,Schneider Electric,HMI:HMIS5T,Schneider,10,Schneider Electric:HMI:HMIS5T,23
192.168.158.111,194.91.167.106,1,1,5,4,251,168,40,60,50.2,8.95,40,44,42.0,2.0,0.0,1.016,0.398,0.408,0.062,0.464,0.196,0.189,1,0,0,0,0,0,-1.0,194.91.167.106,Schneider Electric,PLC:TM221ME16R,Schneider,10,Schneider Electric:PLC:TM221ME16R,45
192.168.158.111,190.148.106.19,1,1,5,4,279,344,52,63,55.8,4.75,52,180,86.0,54.37,0.0,0.246,0.181,0.104,0.009,0.239,0.162,0.108,1,0,0,0,0,0,0.0,190.148.106.19,Telemecanique,HMI:XBTGT5330,Schneider,10,Telemecanique:HMI:XBTGT5330,81
192.168.158.111,44.158.204.240,1,1,4,4,191,216,40,60,47.75,8.38,40,92,54.0,22.0,0.0,0.451,0.299,0.211,0.015,0.444,0.294,0.198,1,0,0,0,0,0,0.0,44.158.204.240,Schneider Electric,PLC:TM221CE40R,Schneider,10,Schneider Electric:PLC:TM221CE40R,42
192.168.158.111,143.151.224.84,1,1,5,6,231,296,40,60,46.2,8.11,40,96,49.33,20.87,0.0,0.329,0.243,0.14,0.0,0.323,0.192,0.155,1,0,0,0,0,0,0.0,143.151.224.84,Schneider Electric,PLC:BMX P34 2020,Schneider,10,Schneider Electric:PLC:BMX P34 2020,32
192.168.158.111,190.148.106.18,1,1,5,4,279,344,52,63,55.8,4.75,52,180,86.0,54.37,0.0,0.241,0.179,0.104,0.003,0.238,0.16,0.111,1,0,0,0,0,0,0.0,190.148.106.18,Telemecanique,HMI:XBTGT5330,Schneider,10,Telemecanique:HMI:XBTGT5330,81
192.168.158.111,190.148.106.17,1,1,5,4,279,344,52,63,55.8,4.75,52,180,86.0,54.37,0.0,0.241,0.18,0.104,0.003,0.241,0.161,0.111,1,0,0,0,0,0,0.0,190.148.106.17,Telemecanique,HMI:XBTGT5330,Schneider,10,Telemecanique:HMI:XBTGT5330,81
192.168.158.111,95.240.86.187,1,1,5,3,279,164,52,63,55.8,4.75,52,60,54.67,3.77,0.0,5.003,1.383,2.093,0.26,5.002,2.631,2.371,1,0,0,0,0,0,-1.0,95.240.86.187,Schneider Electric,PLC:BMX P34 2020,Schneider,10,Schneider Electric:PLC:BMX P34 2020,32
192.168.158.111,122.152.98.81,1,1,5,4,231,228,40,60,46.2,8.11,40,100,57.0,25.04,0.0,0.142,0.074,0.051,0.0,0.088,0.052,0.038,1,0,0,0,0,0,0.0,122.152.98.81,Schneider Electric,PLC:TM241CE40R,Schneider,10,Schneider Electric:PLC:TM241CE40R,51
192.168.158.111,140.25.199.137,1,1,6,5,339,372,52,63,56.5,4.61,52,156,74.4,40.92,0.0,5.243,1.716,1.901,0.314,4.928,1.823,1.884,1,0,0,0,0,0,1.734996,140.25.199.137,Ulusoy Elektrik,RTU:UE-RTU32,Eaton,4,Ulusoy Elektrik:RTU:UE-RTU32,82
192.168.158.111,190.148.106.20,1,1,5,4,279,344,52,63,55.8,4.75,52,180,86.0,54.37,0.0,0.245,0.181,0.105,0.003,0.245,0.162,0.113,1,0,0,0,0,0,0.0,190.148.106.20,Telemecanique,HMI:XBTGT5330,Schneider,10,Telemecanique:HMI:XBTGT5330,81
192.168.158.111,82.179.39.100,1,1,5,4,279,265,52,63,55.8,4.75,52,101,66.25,20.33,0.0,1.334,0.541,0.488,0.417,0.705,0.584,0.122,1,0,0,0,0,0,0.629238,82.179.39.100,Schneider Electric,Power Meter:PM5111,Schneider,10,Schneider Electric:Power Meter:PM5111,62
192.168.158.111,158.240.163.212,1,1,5,5,251,225,40,60,50.2,8.95,40,49,45.0,4.1,0.0,1.009,0.435,0.364,0.0,0.331,0.162,0.163,1,0,0,0,0,0,0.0,158.240.163.212,Rockwell Automation/Allen-Bradley,PLC:90,Rockwell,8,Rockwell Automation/Allen-Bradley:PLC:90,11
192.168.158.111,34.106.120.178,1,1,4,3,191,228,40,60,47.75,8.38,40,144,76.0,48.11,0.0,0.355,0.233,0.164,0.34,0.355,0.347,0.008,1,0,0,0,0,0,0.0,34.106.120.178,TELEMECANIQUE,PLC:TWDLCAE40DRF,Schneider,10,TELEMECANIQUE:PLC:TWDLCAE40DRF,77
192.168.158.111,78.0.87.167,1,1,5,6,231,296,40,60,46.2,8.11,40,96,49.33,20.87,0.0,0.279,0.205,0.119,0.0,0.272,0.162,0.131,1,0,0,0,0,0,0.0,78.0.87.167,Schneider Electric,PLC:BMX P34 2020,Schneider,10,Schneider Electric:PLC:BMX P34 2020,32
192.168.158.111,145.182.217.193,1,1,5,4,279,349,52,63,55.8,4.75,52,185,87.25,56.53,0.0,0.285,0.207,0.12,0.031,0.281,0.189,0.112,1,0,0,0,0,0,0.0,145.182.217.193,Schneider Electric,HMI:HMIS5T,Schneider,10,Schneider Electric:HMI:HMIS5T,23
192.168.158.111,87.120.166.187,1,1,5,4,231,227,40,60,46.2,8.11,40,99,56.75,24.61,0.0,0.344,0.255,0.147,0.001,0.344,0.227,0.16,1,0,0,0,0,0,0.0,87.120.166.187,Schneider Electric,PLC:TM251MESE,Schneider,10,Schneider Electric:PLC:TM251MESE,54
192.168.158.111,87.19.245.82,1,1,5,4,231,230,40,60,46.2,8.11,40,102,57.5,25.9,0.0,0.389,0.29,0.167,0.001,0.389,0.258,0.182,0,0,0,0,0,0,-1.0,87.19.245.82,Schneider Electric,PLC:TM241CE40T_U,Schneider,10,Schneider Electric:PLC:TM241CE40T_U,52
192.168.158.111,110.108.227.59,1,1,6,7,271,344,40,60,45.17,7.75,40,96,49.14,19.21,0.0,0.271,0.162,0.11,0.02,0.25,0.131,0.104,1,0,0,0,0,0,0.020006,110.108.227.59,Schneider Electric,Communication Module:BMX NOE 0100,Schneider,10,Schneider Electric:Communication Module:BMX NOE 0100,16
192.168.158.111,193.140.188.34,1,1,5,6,231,300,40,60,46.2,8.11,40,96,50.0,20.62,0.0,0.323,0.238,0.137,0.0,0.319,0.19,0.15,1,0,0,0,0,0,0.0,193.140.188.34,Schneider Electric,PLC:BMX P34 2020,Schneider,10,Schneider Electric:PLC:BMX P34 2020,32
192.168.158.111,158.240.163.213,1,1,4,4,191,177,40,60,47.75,8.38,40,49,44.25,4.26,0.0,0.353,0.224,0.159,0.0,0.319,0.203,0.144,1,0,0,0,0,0,0.0,158.240.163.213,Rockwell Automation/Allen-Bradley,PLC:90,Rockwell,8,Rockwell Automation/Allen-Bradley:PLC:90,11
192.168.158.111,77.218.206.105,1,1,5,7,231,340,40,60,46.2,8.11,40,96,48.57,19.41,0.0,0.434,0.322,0.186,0.002,0.43,0.215,0.212,1,0,0,0,0,0,0.004013,77.218.206.105,Schneider Electric,PLC:BMX P34 2020,Schneider,10,Schneider Electric:PLC:BMX P34 2020,32
192.168.158.111,51.249.169.176,1,1,2,0,120,0,60,60,60.0,0.0,0,0,0.0,0.0,1.007,1.007,1.007,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,-1.0,51.249.169.176,TELEMECANIQUE,PLC:TWDLCAE40DRF,Schneider,10,TELEMECANIQUE:PLC:TWDLCAE40DRF,77
192.168.158.111,193.140.182.51,1,1,5,5,231,256,40,60,46.2,8.11,40,96,51.2,22.4,0.0,0.302,0.223,0.129,0.002,0.302,0.149,0.141,1,0,0,0,0,0,0.0,193.140.182.51,Schneider Electric,PLC:BMX P34 2020,Schneider,10,Schneider Electric:PLC:BMX P34 2020,32
192.168.158.111,208.126.231.120,1,1,5,6,231,304,40,60,46.2,8.11,40,96,50.67,20.48,0.0,0.114,0.085,0.049,0.002,0.114,0.068,0.054,1,0,0,0,0,0,0.0,208.126.231.120,Schneider Electric SAS,Communication Module:TSXETY4103,Schneider,10,Schneider Electric SAS:Communication Module:TSXETY4103,14
192.168.158.111,193.140.164.60,1,1,5,5,231,256,40,60,46.2,8.11,40,96,51.2,22.4,0.0,0.294,0.216,0.125,0.001,0.294,0.143,0.141,0,0,0,0,0,0,-1.0,193.140.164.60,Schneider Electric,PLC:BMX P34 2020,Schneider,10,Schneider Electric:PLC:BMX P34 2020,32
192.168.158.111,154.118.31.68,1,1,5,6,231,296,40,60,46.2,8.11,40,96,49.33,20.87,0.0,0.278,0.201,0.116,0.0,0.278,0.16,0.128,1,0,0,0,0,0,0.0,154.118.31.68,Schneider Electric,PLC:BMX P34 2020,Schneider,10,Schneider Electric:PLC:BMX P34 2020,32
192.168.158.111,44.158.204.54,1,1,4,4,191,216,40,60,47.75,8.38,40,92,54.0,22.0,0.0,0.336,0.222,0.157,0.001,0.33,0.217,0.153,1,0,0,0,0,0,0.0,44.158.204.54,Schneider Electric,PLC:TM221CE40R,Schneider,10,Schneider Electric:PLC:TM221CE40R,42
192.168.158.111,49.101.130.16,1,1,4,4,191,268,40,60,47.75,8.38,40,144,67.0,44.49,0.0,0.49,0.295,0.212,0.001,0.49,0.294,0.211,1,0,0,0,0,0,0.0,49.101.130.16,TELEMECANIQUE,PLC:TWDLMDA20D-K,Schneider,10,TELEMECANIQUE:PLC:TWDLMDA20D-K,78
192.168.158.111,44.158.204.55,1,1,4,4,191,216,40,60,47.75,8.38,40,92,54.0,22.0,0.0,0.324,0.211,0.149,0.0,0.318,0.209,0.148,1,0,0,0,0,0,0.0,44.158.204.55,Schneider Electric,PLC:TM221CE40R,Schneider,10,Schneider Electric:PLC:TM221CE40R,42
192.168.158.111,193.140.20.138,1,1,5,6,231,300,40,60,46.2,8.11,40,96,50.0,20.62,0.0,0.395,0.276,0.16,0.003,0.351,0.21,0.168,1,0,0,0,0,0,0.0,193.140.20.138,Schneider Electric,PLC:BMX P34 2020,Schneider,10,Schneider Electric:PLC:BMX P34 2020,32
192.168.158.111,51.8.144.19,1,1,4,4,191,216,40,60,47.75,8.38,40,92,54.0,22.0,0.0,0.103,0.069,0.048,0.006,0.104,0.071,0.046,1,0,0,0,0,0,0.0,51.8.144.19,Schneider Electric,PLC:TM221CE24R,Schneider,10,Schneider Electric:PLC:TM221CE24R,40
192.168.158.111,44.158.204.113,1,1,4,4,191,216,40,60,47.75,8.38,40,92,54.0,22.0,0.0,0.481,0.315,0.223,0.017,0.463,0.314,0.21,1,0,0,0,0,0,0.0,44.158.204.113,Schneider Electric,PLC:TM221CE40R,Schneider,10,Schneider Electric:PLC:TM221CE40R,42
192.168.158.111,193.140.55.18,1,1,5,5,231,260,40,60,46.2,8.11,40,96,52.0,22.05,0.0,0.295,0.213,0.123,0.001,0.295,0.144,0.14,1,0,0,0,0,0,0.0,193.140.55.18,Schneider Electric,PLC:BMX P34 2020,Schneider,10,Schneider Electric:PLC:BMX P34 2020,32
192.168.158.111,140.25.161.236,1,1,3,0,180,0,60,60,60.0,0.0,0,0,0.0,0.0,1.003,2.0,1.501,0.499,0.0,0.0,0.0,0.0,0,0,0,0,0,0,-1.0,140.25.161.236,Ulusoy Elektrik,RTU:UE-RTU32,Eaton,4,Ulusoy Elektrik:RTU:UE-RTU32,82
192.168.158.111,44.158.204.140,1,1,4,4,191,216,40,60,47.75,8.38,40,92,54.0,22.0,0.0,0.33,0.213,0.151,0.0,0.31,0.206,0.146,1,0,0,0,0,0,0.0,44.158.204.140,Schneider Electric,PLC:TM221CE40R,Schneider,10,Schneider Electric:PLC:TM221CE40R,42
192.168.158.111,110.120.67.192,1,1,5,6,231,296,40,60,46.2,8.11,40,96,49.33,20.87,0.0,0.349,0.253,0.146,0.0,0.334,0.202,0.155,1,0,0,0,0,0,0.0,110.120.67.192,Schneider Electric,PLC:BMX P34 2020,Schneider,10,Schneider Electric:PLC:BMX P34 2020,32
192.168.158.111,84.16.61.190,1,1,5,6,231,300,40,60,46.2,8.11,40,96,50.0,20.62,0.0,0.305,0.222,0.129,0.0,0.305,0.174,0.14,1,0,0,0,0,0,0.0,84.16.61.190,Schneider Electric,PLC:BMX P34 2020,Schneider,10,Schneider Electric:PLC:BMX P34 2020,32
192.168.158.111,34.106.119.112,1,1,5,4,231,230,40,60,46.2,8.11,40,102,57.5,25.9,0.0,0.35,0.261,0.151,0.0,0.35,0.231,0.164,1,0,0,0,0,0,0.0,34.106.119.112,Schneider Electric,PLC:TM241CE40T_U,Schneider,10,Schneider Electric:PLC:TM241CE40T_U,52
192.168.158.111,44.158.195.203,1,1,4,4,191,216,40,60,47.75,8.38,40,92,54.0,22.0,0.0,0.888,0.544,0.389,0.001,0.744,0.472,0.334,1,0,0,0,0,0,0.0,44.158.195.203,Schneider Electric,PLC:TM221CE40R,Schneider,10,Schneider Electric:PLC:TM221CE40R,42
192.168.158.111,1.52.160.229,1,1,5,6,251,372,40,60,50.2,8.95,40,168,62.0,47.43,0.0,1.663,0.88,0.592,0.041,0.816,0.504,0.354,1,0,0,0,0,0,0.759983,1.52.160.229,ENTES AS,Power Meter:23000102,ENTES,3,ENTES AS:Power Meter:23000102,1
192.168.158.111,110.7.248.106,1,1,3,0,180,0,60,60,60.0,0.0,0,0,0.0,0.0,1.003,2.01,1.507,0.504,0.0,0.0,0.0,0.0,0,0,0,0,0,0,-1.0,110.7.248.106,TELEMECANIQUE,PLC:TWDLCAE40DRF,Schneider,10,TELEMECANIQUE:PLC:TWDLCAE40DRF,77
192.168.158.111,44.158.204.186,1,1,4,4,191,216,40,60,47.75,8.38,40,92,54.0,22.0,0.0,0.34,0.224,0.158,0.001,0.34,0.22,0.155,1,0,0,0,0,0,0.0,44.158.204.186,Schneider Electric,PLC:TM221CE40R,Schneider,10,Schneider Electric:PLC:TM221CE40R,42
192.168.158.111,34.106.120.176,1,1,5,4,231,272,40,60,46.2,8.11,40,144,68.0,43.91,0.0,0.663,0.325,0.254,0.18,0.541,0.393,0.154,1,0,0,0,0,0,0.0,34.106.120.176,TELEMECANIQUE,PLC:TWDLCAE40DRF,Schneider,10,TELEMECANIQUE:PLC:TWDLCAE40DRF,77
192.168.158.111,44.158.204.129,1,1,4,4,191,216,40,60,47.75,8.38,40,92,54.0,22.0,0.0,0.3,0.199,0.141,0.005,0.3,0.2,0.138,1,0,0,0,0,0,0.0,44.158.204.129,Schneider Electric,PLC:TM221CE40R,Schneider,10,Schneider Electric:PLC:TM221CE40R,42
