ip,port,round,start_time,end_time,response,country
78.35.22.213,44818,14,2024/7/27 13:58:56,2024/7/27 13:58:58,successful,Australia
158.241.24.8,44818,14,2024/7/27 13:58:57,2024/7/27 13:58:58,successful,Australia
222.191.168.183,44818,14,2024/7/27 13:58:57,2024/7/27 13:58:58,successful,Australia
158.164.206.147,44818,14,2024/7/27 13:58:56,2024/7/27 13:58:58,successful,Australia
110.185.122.252,44818,14,2024/7/27 13:58:49,2024/7/27 13:58:58,java.lang.Exception: EtherNet,Australia
158.139.129.212,44818,14,2024/7/27 13:58:58,2024/7/27 13:58:59,successful,Australia
136.152.134.252,44818,14,2024/7/27 13:58:57,2024/7/27 13:58:59,successful,Australia
222.191.168.216,44818,14,2024/7/27 13:58:58,2024/7/27 13:58:59,successful,Australia
158.241.24.0,44818,14,2024/7/27 13:58:58,2024/7/27 13:58:59,successful,Australia
72.143.42.116,44818,14,2024/7/27 13:58:56,2024/7/27 13:58:59,io.netty.channel.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: ,Australia
158.139.129.214,44818,14,2024/7/27 13:58:59,2024/7/27 13:58:59,successful,Australia
158.145.158.2,44818,14,2024/7/27 13:58:54,2024/7/27 13:59:00,successful,Australia
78.35.20.251,44818,14,2024/7/27 13:58:58,2024/7/27 13:59:00,successful,Australia
222.191.168.124,44818,14,2024/7/27 13:58:59,2024/7/27 13:59:00,successful,Australia
158.241.29.22,44818,14,2024/7/27 13:58:59,2024/7/27 13:59:00,successful,Australia
136.152.132.41,44818,14,2024/7/27 13:58:59,2024/7/27 13:59:00,successful,Australia
158.139.129.215,44818,14,2024/7/27 13:58:59,2024/7/27 13:59:00,successful,Australia
158.145.116.145,44818,14,2024/7/27 13:59:00,2024/7/27 13:59:01,successful,Australia
222.191.167.108,44818,14,2024/7/27 13:59:00,2024/7/27 13:59:01,successful,Australia
158.241.31.156,44818,14,2024/7/27 13:59:00,2024/7/27 13:59:01,successful,Australia
158.145.55.3,44818,14,2024/7/27 13:58:56,2024/7/27 13:59:01,io.netty.channel.ConnectTimeoutException: connection timed out: ,Australia
215.105.61.5,44818,14,2024/7/27 13:58:56,2024/7/27 13:59:01,io.netty.channel.ConnectTimeoutException: connection timed out: ,Australia
158.157.110.167,44818,14,2024/7/27 13:58:56,2024/7/27 13:59:01,io.netty.channel.ConnectTimeoutException: connection timed out: ,Australia
158.138.150.237,44818,14,2024/7/27 13:58:56,2024/7/27 13:59:01,io.netty.channel.ConnectTimeoutException: connection timed out: ,Australia
98.181.17.199,44818,14,2024/7/27 13:58:56,2024/7/27 13:59:01,io.netty.channel.ConnectTimeoutException: connection timed out: ,Australia
158.139.129.227,44818,14,2024/7/27 13:59:00,2024/7/27 13:59:01,successful,Australia
158.241.31.154,44818,14,2024/7/27 13:59:01,2024/7/27 13:59:02,successful,Australia
158.145.111.216,44818,14,2024/7/27 13:59:01,2024/7/27 13:59:02,successful,Australia
158.139.129.225,44818,14,2024/7/27 13:59:01,2024/7/27 13:59:02,successful,Australia
136.152.132.80,44818,14,2024/7/27 13:59:00,2024/7/27 13:59:02,successful,Australia
78.35.20.248,44818,14,2024/7/27 13:59:00,2024/7/27 13:59:03,successful,Australia
146.255.25.214,44818,14,2024/7/27 13:58:58,2024/7/27 13:59:03,io.netty.channel.ConnectTimeoutException: connection timed out: ,Australia
49.57.214.219,44818,14,2024/7/27 13:58:57,2024/7/27 13:59:03,successful,Australia
34.106.122.116,44818,14,2024/7/27 13:58:57,2024/7/27 13:59:03,java.lang.Exception: EtherNet,Australia
158.145.216.32,44818,14,2024/7/27 13:59:02,2024/7/27 13:59:03,successful,Australia
72.25.30.173,44818,14,2024/7/27 13:58:59,2024/7/27 13:59:04,io.netty.channel.ConnectTimeoutException: connection timed out: ,Australia
78.35.20.242,44818,14,2024/7/27 13:59:03,2024/7/27 13:59:05,successful,Australia
81.115.104.30,44818,14,2024/7/27 13:58:56,2024/7/27 13:59:05,java.lang.Exception: EtherNet,Australia
110.185.122.6,44818,14,2024/7/27 13:58:58,2024/7/27 13:59:05,java.lang.Exception: EtherNet,Australia
109.177.73.154,44818,14,2024/7/27 13:59:05,2024/7/27 13:59:05,successful,Australia
221.161.131.74,44818,14,2024/7/27 13:59:01,2024/7/27 13:59:06,io.netty.channel.ConnectTimeoutException: connection timed out: ,Australia
158.145.215.81,44818,14,2024/7/27 13:59:01,2024/7/27 13:59:06,io.netty.channel.ConnectTimeoutException: connection timed out: ,Australia
158.161.46.143,44818,14,2024/7/27 13:59:01,2024/7/27 13:59:06,io.netty.channel.ConnectTimeoutException: connection timed out: ,Australia
215.164.71.221,44818,14,2024/7/27 13:59:01,2024/7/27 13:59:06,io.netty.channel.ConnectTimeoutException: connection timed out: ,Australia
158.145.54.54,44818,14,2024/7/27 13:59:01,2024/7/27 13:59:06,io.netty.channel.ConnectTimeoutException: connection timed out: ,Australia
179.214.247.176,44818,14,2024/7/27 13:59:01,2024/7/27 13:59:06,io.netty.channel.ConnectTimeoutException: connection timed out: ,Australia
78.35.20.244,44818,14,2024/7/27 13:59:05,2024/7/27 13:59:07,successful,Australia
158.241.56.104,44818,14,2024/7/27 13:59:02,2024/7/27 13:59:07,io.netty.channel.ConnectTimeoutException: connection timed out: ,Australia
158.139.129.224,44818,14,2024/7/27 13:59:02,2024/7/27 13:59:07,io.netty.channel.ConnectTimeoutException: connection timed out: ,Australia
136.152.132.154,44818,14,2024/7/27 13:59:02,2024/7/27 13:59:07,io.netty.channel.ConnectTimeoutException: connection timed out: ,Australia
217.124.188.46,44818,14,2024/7/27 13:59:03,2024/7/27 13:59:08,io.netty.channel.ConnectTimeoutException: connection timed out: ,Australia
34.73.83.202,44818,14,2024/7/27 13:59:03,2024/7/27 13:59:08,io.netty.channel.ConnectTimeoutException: connection timed out: ,Australia
158.139.129.228,44818,14,2024/7/27 13:59:07,2024/7/27 13:59:09,successful,Australia
78.35.20.241,44818,14,2024/7/27 13:59:07,2024/7/27 13:59:09,successful,Australia
49.57.214.217,44818,14,2024/7/27 13:59:03,2024/7/27 13:59:09,successful,Australia
23.170.14.57,44818,14,2024/7/27 13:59:06,2024/7/27 13:59:09,io.netty.channel.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: ,Australia
75.97.111.172,44818,14,2024/7/27 13:59:04,2024/7/27 13:59:09,io.netty.channel.ConnectTimeoutException: connection timed out: ,Australia
158.145.216.33,44818,14,2024/7/27 13:59:03,2024/7/27 13:59:10,successful,Australia
158.139.129.230,44818,14,2024/7/27 13:59:09,2024/7/27 13:59:10,successful,Australia
126.150.43.42,44818,14,2024/7/27 13:59:05,2024/7/27 13:59:10,io.netty.channel.ConnectTimeoutException: connection timed out: ,Australia
158.139.129.231,44818,14,2024/7/27 13:59:10,2024/7/27 13:59:11,successful,Australia
158.145.216.28,44818,14,2024/7/27 13:59:10,2024/7/27 13:59:11,successful,Australia
78.35.20.247,44818,14,2024/7/27 13:59:09,2024/7/27 13:59:11,successful,Australia
136.152.102.73,44818,14,2024/7/27 13:59:07,2024/7/27 13:59:11,io.netty.channel.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: ,Australia
221.241.99.205,44818,14,2024/7/27 13:59:06,2024/7/27 13:59:11,io.netty.channel.ConnectTimeoutException: connection timed out: ,Australia
158.164.129.54,44818,14,2024/7/27 13:59:06,2024/7/27 13:59:11,io.netty.channel.ConnectTimeoutException: connection timed out: ,Australia
158.157.100.241,44818,14,2024/7/27 13:59:06,2024/7/27 13:59:11,io.netty.channel.ConnectTimeoutException: connection timed out: ,Australia
158.133.200.22,44818,14,2024/7/27 13:59:06,2024/7/27 13:59:11,io.netty.channel.ConnectTimeoutException: connection timed out: ,Australia
158.145.54.51,44818,14,2024/7/27 13:59:06,2024/7/27 13:59:11,io.netty.channel.ConnectTimeoutException: connection timed out: ,Australia
158.139.129.232,44818,14,2024/7/27 13:59:11,2024/7/27 13:59:12,successful,Australia
136.151.192.28,44818,14,2024/7/27 13:59:11,2024/7/27 13:59:12,successful,Australia
158.241.61.233,44818,14,2024/7/27 13:59:07,2024/7/27 13:59:12,io.netty.channel.ConnectTimeoutException: connection timed out: ,Australia
81.115.104.29,44818,14,2024/7/27 13:59:05,2024/7/27 13:59:12,java.lang.Exception: EtherNet,Australia
158.139.143.106,44818,14,2024/7/27 13:59:12,2024/7/27 13:59:13,successful,Australia
16.229.45.135,44818,14,2024/7/27 13:59:08,2024/7/27 13:59:13,io.netty.channel.ConnectTimeoutException: connection timed out: ,Australia
34.235.42.199,44818,14,2024/7/27 13:59:08,2024/7/27 13:59:13,io.netty.channel.ConnectTimeoutException: connection timed out: ,Australia
78.35.20.246,44818,14,2024/7/27 13:59:11,2024/7/27 13:59:13,successful,Australia
221.251.11.67,44818,14,2024/7/27 13:59:11,2024/7/27 13:59:14,successful,Australia
72.61.237.216,44818,14,2024/7/27 13:59:09,2024/7/27 13:59:14,io.netty.channel.ConnectTimeoutException: connection timed out: ,Australia
82.180.104.164,44818,14,2024/7/27 13:59:09,2024/7/27 13:59:14,io.netty.channel.ConnectTimeoutException: connection timed out: ,Australia
49.57.214.224,44818,14,2024/7/27 13:59:09,2024/7/27 13:59:15,successful,Australia
221.251.11.68,44818,14,2024/7/27 13:59:14,2024/7/27 13:59:15,successful,Australia
126.150.43.45,44818,14,2024/7/27 13:59:11,2024/7/27 13:59:16,io.netty.channel.ConnectTimeoutException: connection timed out: ,Australia
126.229.54.2,44818,14,2024/7/27 13:59:16,2024/7/27 13:59:16,successful,Australia
158.241.25.119,44818,14,2024/7/27 13:59:11,2024/7/27 13:59:16,io.netty.channel.ConnectTimeoutException: connection timed out: ,Australia
158.145.234.239,44818,14,2024/7/27 13:59:11,2024/7/27 13:59:16,io.netty.channel.ConnectTimeoutException: connection timed out: ,Australia
158.133.200.23,44818,14,2024/7/27 13:59:11,2024/7/27 13:59:16,io.netty.channel.ConnectTimeoutException: connection timed out: ,Australia
158.157.100.75,44818,14,2024/7/27 13:59:11,2024/7/27 13:59:16,io.netty.channel.ConnectTimeoutException: connection timed out: ,Australia
126.229.54.1,44818,14,2024/7/27 13:59:16,2024/7/27 13:59:17,successful,Australia
158.145.168.32,44818,14,2024/7/27 13:59:11,2024/7/27 13:59:17,successful,Australia
136.29.162.70,44818,14,2024/7/27 13:59:12,2024/7/27 13:59:17,io.netty.channel.ConnectTimeoutException: connection timed out: ,Australia
158.241.61.255,44818,14,2024/7/27 13:59:12,2024/7/27 13:59:17,io.netty.channel.ConnectTimeoutException: connection timed out: ,Australia
221.251.11.60,44818,14,2024/7/27 13:59:15,2024/7/27 13:59:18,successful,Australia
158.139.173.219,44818,14,2024/7/27 13:59:13,2024/7/27 13:59:18,io.netty.channel.ConnectTimeoutException: connection timed out: ,Australia
136.25.83.72,44818,14,2024/7/27 13:59:17,2024/7/27 13:59:18,successful,Australia
1.132.152.137,44818,14,2024/7/27 13:59:13,2024/7/27 13:59:18,io.netty.channel.ConnectTimeoutException: connection timed out: ,Australia
158.139.249.114,44818,14,2024/7/27 13:59:18,2024/7/27 13:59:19,successful,Australia
136.24.33.123,44818,14,2024/7/27 13:59:18,2024/7/27 13:59:19,successful,Australia
34.253.74.18,44818,14,2024/7/27 13:59:13,2024/7/27 13:59:19,java.lang.Exception: EtherNet,Australia
81.223.233.82,44818,14,2024/7/27 13:59:12,2024/7/27 13:59:19,java.lang.Exception: EtherNet,Australia
83.111.230.187,44818,14,2024/7/27 13:59:14,2024/7/27 13:59:19,io.netty.channel.ConnectTimeoutException: connection timed out: ,Australia
96.222.52.177,44818,14,2024/7/27 13:59:14,2024/7/27 13:59:20,io.netty.channel.ConnectTimeoutException: connection timed out: ,Australia
61.130.19.46,44818,14,2024/7/27 13:59:18,2024/7/27 13:59:20,successful,Australia
158.132.183.201,44818,14,2024/7/27 13:59:16,2024/7/27 13:59:21,io.netty.channel.ConnectTimeoutException: connection timed out: ,Australia
223.80.77.189,44818,14,2024/7/27 13:59:16,2024/7/27 13:59:21,io.netty.channel.ConnectTimeoutException: connection timed out: ,Australia
158.157.106.242,44818,14,2024/7/27 13:59:16,2024/7/27 13:59:21,io.netty.channel.ConnectTimeoutException: connection timed out: ,Australia
158.134.217.160,44818,14,2024/7/27 13:59:16,2024/7/27 13:59:21,io.netty.channel.ConnectTimeoutException: connection timed out: ,Australia
49.57.214.225,44818,14,2024/7/27 13:59:15,2024/7/27 13:59:21,successful,Australia
158.144.21.226,44818,14,2024/7/27 13:59:17,2024/7/27 13:59:22,io.netty.channel.ConnectTimeoutException: connection timed out: ,Australia
123.61.247.136,44818,14,2024/7/27 13:59:17,2024/7/27 13:59:23,java.lang.Exception: EtherNet,Australia
158.144.151.54,44818,14,2024/7/27 13:59:22,2024/7/27 13:59:23,successful,Australia
220.45.73.244,44818,14,2024/7/27 13:59:18,2024/7/27 13:59:23,successful,Australia
158.241.61.122,44818,14,2024/7/27 13:59:17,2024/7/27 13:59:23,successful,Australia
158.144.151.52,44818,14,2024/7/27 13:59:23,2024/7/27 13:59:24,successful,Australia
158.139.228.119,44818,14,2024/7/27 13:59:19,2024/7/27 13:59:24,io.netty.channel.ConnectTimeoutException: connection timed out: ,Australia
136.71.160.85,44818,14,2024/7/27 13:59:19,2024/7/27 13:59:24,io.netty.channel.ConnectTimeoutException: connection timed out: ,Australia
158.241.74.116,44818,14,2024/7/27 13:59:23,2024/7/27 13:59:24,successful,Australia
82.88.207.92,44818,14,2024/7/27 13:59:19,2024/7/27 13:59:25,io.netty.channel.ConnectTimeoutException: connection timed out: ,Australia
153.43.198.157,44818,14,2024/7/27 13:59:20,2024/7/27 13:59:25,io.netty.channel.ConnectTimeoutException: connection timed out: ,Australia
158.144.151.53,44818,14,2024/7/27 13:59:24,2024/7/27 13:59:25,successful,Australia
78.35.20.245,44818,14,2024/7/27 13:59:13,2024/7/27 13:59:25,,Australia
34.253.74.31,44818,14,2024/7/27 13:59:19,2024/7/27 13:59:25,java.lang.Exception: EtherNet,Australia
158.241.124.198,44818,14,2024/7/27 13:59:24,2024/7/27 13:59:25,successful,Australia
48.28.39.135,44818,14,2024/7/27 13:59:20,2024/7/27 13:59:26,successful,Australia
81.190.155.199,44818,14,2024/7/27 13:59:19,2024/7/27 13:59:26,successful,Australia
158.144.160.139,44818,14,2024/7/27 13:59:25,2024/7/27 13:59:26,successful,Australia
158.134.82.132,44818,14,2024/7/27 13:59:21,2024/7/27 13:59:26,io.netty.channel.ConnectTimeoutException: connection timed out: ,Australia
158.143.120.224,44818,14,2024/7/27 13:59:21,2024/7/27 13:59:26,io.netty.channel.ConnectTimeoutException: connection timed out: ,Australia
158.157.234.59,44818,14,2024/7/27 13:59:21,2024/7/27 13:59:26,io.netty.channel.ConnectTimeoutException: connection timed out: ,Australia
66.225.94.104,44818,14,2024/7/27 13:59:21,2024/7/27 13:59:26,io.netty.channel.ConnectTimeoutException: connection timed out: ,Australia
158.241.209.27,44818,14,2024/7/27 13:59:25,2024/7/27 13:59:27,successful,Australia
96.222.120.226,44818,14,2024/7/27 13:59:26,2024/7/27 13:59:27,successful,Australia
158.132.145.50,44818,14,2024/7/27 13:59:26,2024/7/27 13:59:27,successful,Australia
49.57.215.38,44818,14,2024/7/27 13:59:21,2024/7/27 13:59:27,successful,Australia
120.220.211.246,44818,14,2024/7/27 13:59:23,2024/7/27 13:59:28,io.netty.channel.ConnectTimeoutException: connection timed out: ,Australia
220.93.65.59,44818,14,2024/7/27 13:59:23,2024/7/27 13:59:28,io.netty.channel.ConnectTimeoutException: connection timed out: ,Australia
12.107.90.60,44818,14,2024/7/27 13:59:28,2024/7/27 13:59:29,successful,Australia
158.132.186.233,44818,14,2024/7/27 13:59:27,2024/7/27 13:59:29,successful,Australia
78.35.20.227,44818,14,2024/7/27 13:59:25,2024/7/27 13:59:29,io.netty.channel.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: ,Australia
158.139.225.95,44818,14,2024/7/27 13:59:24,2024/7/27 13:59:29,io.netty.channel.ConnectTimeoutException: connection timed out: ,Australia
136.72.172.143,44818,14,2024/7/27 13:59:24,2024/7/27 13:59:29,io.netty.channel.ConnectTimeoutException: connection timed out: ,Australia
158.151.73.33,44818,14,2024/7/27 13:59:25,2024/7/27 13:59:30,io.netty.channel.ConnectTimeoutException: connection timed out: ,Australia
172.62.81.239,44818,14,2024/7/27 13:59:25,2024/7/27 13:59:30,io.netty.channel.ConnectTimeoutException: connection timed out: ,Australia
220.213.18.191,44818,14,2024/7/27 13:59:28,2024/7/27 13:59:30,successful,Australia
66.187.1.69,44818,14,2024/7/27 13:59:26,2024/7/27 13:59:30,io.netty.channel.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: ,Australia
158.132.37.90,44818,14,2024/7/27 13:59:29,2024/7/27 13:59:30,successful,Australia
69.201.109.250,44818,14,2024/7/27 13:59:26,2024/7/27 13:59:31,io.netty.channel.ConnectTimeoutException: connection timed out: ,Australia
158.132.37.89,44818,14,2024/7/27 13:59:30,2024/7/27 13:59:31,successful,Australia
158.138.11.246,44818,14,2024/7/27 13:59:26,2024/7/27 13:59:31,io.netty.channel.ConnectTimeoutException: connection timed out: ,Australia
158.134.114.40,44818,14,2024/7/27 13:59:26,2024/7/27 13:59:31,io.netty.channel.ConnectTimeoutException: connection timed out: ,Australia
158.157.238.198,44818,14,2024/7/27 13:59:26,2024/7/27 13:59:31,io.netty.channel.ConnectTimeoutException: connection timed out: ,Australia
96.222.122.23,44818,14,2024/7/27 13:59:27,2024/7/27 13:59:32,io.netty.channel.ConnectTimeoutException: connection timed out: ,Australia
158.132.37.84,44818,14,2024/7/27 13:59:31,2024/7/27 13:59:32,successful,Australia
34.158.145.120,44818,14,2024/7/27 13:59:25,2024/7/27 13:59:32,successful,Australia
49.57.215.39,44818,14,2024/7/27 13:59:27,2024/7/27 13:59:32,io.netty.channel.ConnectTimeoutException: connection timed out: ,Australia
158.241.209.26,44818,14,2024/7/27 13:59:27,2024/7/27 13:59:33,successful,Australia
158.132.37.57,44818,14,2024/7/27 13:59:32,2024/7/27 13:59:33,successful,Australia
12.237.159.99,44818,14,2024/7/27 13:59:29,2024/7/27 13:59:34,io.netty.channel.ConnectTimeoutException: connection timed out: ,Australia
158.139.225.94,44818,14,2024/7/27 13:59:29,2024/7/27 13:59:34,io.netty.channel.ConnectTimeoutException: connection timed out: ,Australia
158.133.224.75,44818,14,2024/7/27 13:59:33,2024/7/27 13:59:34,successful,Australia
12.34.175.121,44818,14,2024/7/27 13:59:34,2024/7/27 13:59:35,successful,Australia
158.151.44.64,44818,14,2024/7/27 13:59:30,2024/7/27 13:59:35,io.netty.channel.ConnectTimeoutException: connection timed out: ,Australia
172.62.81.241,44818,14,2024/7/27 13:59:30,2024/7/27 13:59:35,io.netty.channel.ConnectTimeoutException: connection timed out: ,Australia
74.14.244.117,44818,14,2024/7/27 13:59:30,2024/7/27 13:59:35,io.netty.channel.ConnectTimeoutException: connection timed out: ,Australia
220.83.133.89,44818,14,2024/7/27 13:59:30,2024/7/27 13:59:35,java.lang.Exception: EtherNet,Australia
137.101.88.66,44818,14,2024/7/27 13:59:29,2024/7/27 13:59:35,successful,Australia
69.201.109.249,44818,14,2024/7/27 13:59:31,2024/7/27 13:59:36,io.netty.channel.ConnectTimeoutException: connection timed out: ,Australia
158.133.224.74,44818,14,2024/7/27 13:59:34,2024/7/27 13:59:36,successful,Australia
78.35.16.213,44818,14,2024/7/27 13:59:29,2024/7/27 13:59:36,successful,Australia
220.212.144.4,44818,14,2024/7/27 13:59:35,2024/7/27 13:59:36,successful,Australia
158.145.54.92,44818,14,2024/7/27 13:59:31,2024/7/27 13:59:36,io.netty.channel.ConnectTimeoutException: connection timed out: ,Australia
158.138.251.203,44818,14,2024/7/27 13:59:31,2024/7/27 13:59:36,io.netty.channel.ConnectTimeoutException: connection timed out: ,Australia
158.142.27.176,44818,14,2024/7/27 13:59:31,2024/7/27 13:59:36,io.netty.channel.ConnectTimeoutException: connection timed out: ,Australia
158.133.79.26,44818,14,2024/7/27 13:59:36,2024/7/27 13:59:37,successful,Australia
96.222.118.69,44818,14,2024/7/27 13:59:32,2024/7/27 13:59:37,successful,Australia
158.241.155.156,44818,14,2024/7/27 13:59:33,2024/7/27 13:59:38,io.netty.channel.ConnectTimeoutException: connection timed out: ,Australia
78.35.20.226,44818,14,2024/7/27 13:59:36,2024/7/27 13:59:38,successful,Australia
34.158.145.121,44818,14,2024/7/27 13:59:32,2024/7/27 13:59:38,successful,Australia
87.2.180.239,44818,14,2024/7/27 13:59:35,2024/7/27 13:59:39,io.netty.channel.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: ,Australia
96.222.118.67,44818,14,2024/7/27 13:59:37,2024/7/27 13:59:39,successful,Australia
158.139.225.93,44818,14,2024/7/27 13:59:34,2024/7/27 13:59:39,io.netty.channel.ConnectTimeoutException: connection timed out: ,Australia
119.121.117.248,44818,14,2024/7/27 13:59:35,2024/7/27 13:59:40,io.netty.channel.ConnectTimeoutException: connection timed out: ,Australia
158.143.141.154,44818,14,2024/7/27 13:59:35,2024/7/27 13:59:40,io.netty.channel.ConnectTimeoutException: connection timed out: ,Australia
158.157.227.201,44818,14,2024/7/27 13:59:35,2024/7/27 13:59:40,io.netty.channel.ConnectTimeoutException: connection timed out: ,Australia
96.222.119.94,44818,14,2024/7/27 13:59:39,2024/7/27 13:59:40,successful,Australia
137.39.138.152,44818,14,2024/7/27 13:59:35,2024/7/27 13:59:40,io.netty.channel.ConnectTimeoutException: connection timed out: ,Australia
69.201.109.248,44818,14,2024/7/27 13:59:36,2024/7/27 13:59:41,io.netty.channel.ConnectTimeoutException: connection timed out: ,Australia
78.35.17.182,44818,14,2024/7/27 13:59:38,2024/7/27 13:59:41,successful,Australia
158.138.234.112,44818,14,2024/7/27 13:59:36,2024/7/27 13:59:41,io.netty.channel.ConnectTimeoutException: connection timed out: ,Australia
158.134.89.21,44818,14,2024/7/27 13:59:36,2024/7/27 13:59:41,io.netty.channel.ConnectTimeoutException: connection timed out: ,Australia
158.140.131.24,44818,14,2024/7/27 13:59:36,2024/7/27 13:59:41,io.netty.channel.ConnectTimeoutException: connection timed out: ,Australia
96.222.50.64,44818,14,2024/7/27 13:59:40,2024/7/27 13:59:42,successful,Australia
158.133.79.24,44818,14,2024/7/27 13:59:37,2024/7/27 13:59:43,successful,Australia
158.241.155.157,44818,14,2024/7/27 13:59:38,2024/7/27 13:59:43,io.netty.channel.ConnectTimeoutException: connection timed out: ,Australia
96.222.49.210,44818,14,2024/7/27 13:59:42,2024/7/27 13:59:43,successful,Australia
49.57.215.201,44818,14,2024/7/27 13:59:32,2024/7/27 13:59:43,,Australia
158.133.69.209,44818,14,2024/7/27 13:59:43,2024/7/27 13:59:44,successful,Australia
96.222.48.237,44818,14,2024/7/27 13:59:43,2024/7/27 13:59:44,successful,Australia
158.139.225.92,44818,14,2024/7/27 13:59:39,2024/7/27 13:59:44,io.netty.channel.ConnectTimeoutException: connection timed out: ,Australia
158.140.131.99,44818,14,2024/7/27 13:59:40,2024/7/27 13:59:45,io.netty.channel.ConnectTimeoutException: connection timed out: ,Australia
158.141.91.66,44818,14,2024/7/27 13:59:40,2024/7/27 13:59:45,io.netty.channel.ConnectTimeoutException: connection timed out: ,Australia
34.158.146.54,44818,14,2024/7/27 13:59:38,2024/7/27 13:59:45,successful,Australia
84.55.144.196,44818,14,2024/7/27 13:59:39,2024/7/27 13:59:45,java.lang.Exception: EtherNet,Australia
158.133.250.77,44818,14,2024/7/27 13:59:44,2024/7/27 13:59:45,successful,Australia
116.103.202.33,44818,14,2024/7/27 13:59:40,2024/7/27 13:59:45,java.lang.Exception: EtherNet,Australia
138.152.176.194,44818,14,2024/7/27 13:59:40,2024/7/27 13:59:45,io.netty.channel.ConnectTimeoutException: connection timed out: ,Australia
158.139.233.165,44818,14,2024/7/27 13:59:44,2024/7/27 13:59:45,successful,Australia
69.201.109.243,44818,14,2024/7/27 13:59:41,2024/7/27 13:59:46,io.netty.channel.ConnectTimeoutException: connection timed out: ,Australia
158.133.251.173,44818,14,2024/7/27 13:59:45,2024/7/27 13:59:46,successful,Australia
158.140.81.27,44818,14,2024/7/27 13:59:41,2024/7/27 13:59:46,io.netty.channel.ConnectTimeoutException: connection timed out: ,Australia
